,Purchase,Target,WeekofPurchase,PurchaseWeek,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,PriceDiff_Pos_Neg_None,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
793,MM,1,237,w-237,1,1.75,1.99,0,0,0,0,0.104858,1.99,1.75,0.24,13,No,0,0,0.24,1
802,CH,0,237,w-237,3,1.79,2.09,0,0,0,0,0.5,2.09,1.79,0.3,13,No,0,0,0.3,3
833,MM,1,237,w-237,3,1.79,2.09,0,0,0,0,0.256,2.09,1.79,0.3,13,No,0,0,0.3,3
854,CH,0,237,w-237,1,1.75,1.99,0,0,0,0,0.895142,1.99,1.75,0.24,13,No,0,0,0.24,1
939,MM,1,237,w-237,2,1.75,1.99,0,0,0,0,0.086789,1.99,1.75,0.24,13,No,0,0,0.24,2
968,MM,1,237,w-237,1,1.75,1.99,0,0,0,0,0.438528,1.99,1.75,0.24,13,No,0,0,0.24,1
1018,CH,0,237,w-237,7,1.75,1.99,0,0.4,0,0,0.926986,1.59,1.75,-0.16,10,Yes,0.201005,0,0.24,0
1040,CH,0,237,w-237,7,1.75,1.99,0,0.4,0,0,0.32,1.59,1.75,-0.16,10,Yes,0.201005,0,0.24,0
1053,CH,0,237,w-237,7,1.75,1.99,0,0.4,0,0,0.740928,1.59,1.75,-0.16,10,Yes,0.201005,0,0.24,0
10,CH,0,238,w-238,7,1.75,1.99,0,0.4,0,0,0.985757,1.59,1.75,-0.16,10,Yes,0.201005,0,0.24,0
76,CH,0,238,w-238,4,1.79,2.09,0,0,0,0,0.744,2.09,1.79,0.3,13,No,0,0,0.3,4
237,CH,0,238,w-238,3,1.79,2.09,0,0,0,0,0.719675,2.09,1.79,0.3,13,No,0,0,0.3,3
317,MM,1,238,w-238,3,1.79,2.09,0,0,0,0,0.7952,2.09,1.79,0.3,13,No,0,0,0.3,3
336,MM,1,238,w-238,7,1.75,1.99,0,0.4,0,0,0.076504,1.59,1.75,-0.16,10,Yes,0.201005,0,0.24,0
415,MM,1,238,w-238,3,1.79,2.09,0,0,0,0,0.14535,2.09,1.79,0.3,13,No,0,0,0.3,3
488,CH,0,238,w-238,2,1.75,1.99,0,0,0,0,0.744,1.99,1.75,0.24,13,No,0,0,0.24,2
533,CH,0,238,w-238,4,1.79,2.09,0,0,0,0,0.6352,2.09,1.79,0.3,13,No,0,0,0.3,4
551,MM,1,238,w-238,2,1.75,1.99,0,0,0,0,0.055835,1.99,1.75,0.24,13,No,0,0,0.24,2
644,CH,0,238,w-238,2,1.75,1.99,0,0,0,0,0.587686,1.99,1.75,0.24,13,No,0,0,0.24,2
749,MM,1,238,w-238,7,1.75,1.99,0,0.4,0,0,0.2048,1.59,1.75,-0.16,10,Yes,0.201005,0,0.24,0
908,CH,0,238,w-238,1,1.75,1.99,0,0,0,0,0.16384,1.99,1.75,0.24,13,No,0,0,0.24,1
969,MM,1,238,w-238,1,1.75,1.99,0,0,0,0,0.350822,1.99,1.75,0.24,13,No,0,0,0.24,1
1005,MM,1,238,w-238,3,1.79,2.09,0,0,0,0,0.104858,2.09,1.79,0.3,13,No,0,0,0.3,3
1041,CH,0,238,w-238,1,1.75,1.99,0,0,0,0,0.456,1.99,1.75,0.24,13,No,0,0,0.24,1
1042,CH,0,238,w-238,1,1.75,1.99,0,0,0,0,0.5648,1.99,1.75,0.24,13,No,0,0,0.24,1
1054,CH,0,238,w-238,7,1.75,1.99,0,0.4,0,0,0.792742,1.59,1.75,-0.16,10,Yes,0.201005,0,0.24,0
2,CH,0,239,w-239,1,1.75,1.99,0,0.3,0,1,0.6,1.69,1.75,-0.06,10,No,0.150754,0,0.24,1
77,CH,0,239,w-239,4,1.79,2.23,0,0,0,0,0.7952,2.23,1.79,0.44,13,No,0,0,0.44,4
175,CH,0,239,w-239,7,1.79,2.09,0,0,0,0,0.982408,2.09,1.79,0.3,13,Yes,0,0,0.3,0
276,MM,1,239,w-239,3,1.79,2.23,0,0,0,0,0.017592,2.23,1.79,0.44,13,No,0,0,0.44,3
394,CH,0,239,w-239,7,1.79,2.09,0,0,0,0,0.137081,2.09,1.79,0.3,13,Yes,0,0,0.3,0
489,CH,0,239,w-239,3,1.79,2.23,0,0,0,0,0.7952,2.23,1.79,0.44,13,No,0,0,0.44,3
534,CH,0,239,w-239,2,1.75,1.99,0,0.3,0,1,0.70816,1.69,1.75,-0.06,10,No,0.150754,0,0.24,2
552,MM,1,239,w-239,2,1.75,1.99,0,0.3,0,1,0.044668,1.69,1.75,-0.06,10,No,0.150754,0,0.24,2
634,CH,0,239,w-239,3,1.79,2.23,0,0,0,0,0.813222,2.23,1.79,0.44,13,No,0,0,0.44,3
645,CH,0,239,w-239,3,1.79,2.23,0,0,0,0,0.670149,2.23,1.79,0.44,13,No,0,0,0.44,3
970,MM,1,239,w-239,1,1.75,1.99,0,0.3,0,1,0.280658,1.69,1.75,-0.06,10,No,0.150754,0,0.24,1
994,MM,1,239,w-239,4,1.79,2.23,0,0,0,0,0.4,2.23,1.79,0.44,13,No,0,0,0.44,4
1043,CH,0,239,w-239,1,1.75,1.99,0,0.3,0,1,0.65184,1.69,1.75,-0.06,10,No,0.150754,0,0.24,1
11,CH,0,240,w-240,7,1.86,2.09,0,0,0,0,0.988606,2.09,1.86,0.23,13,Yes,0,0,0.23,0
17,MM,1,240,w-240,1,1.75,1.99,0,0.3,0,1,0.5,1.69,1.75,-0.06,10,No,0.150754,0,0.24,1
46,CH,0,240,w-240,4,1.79,2.23,0,0,0,0,0.77928,2.23,1.79,0.44,13,No,0,0,0.44,4
103,CH,0,240,w-240,2,1.75,1.99,0,0.3,0,1,0.916114,1.69,1.75,-0.06,10,No,0.150754,0,0.24,2
176,CH,0,240,w-240,4,1.79,2.23,0,0,0,0,0.985926,2.23,1.79,0.44,13,No,0,0,0.44,4
238,CH,0,240,w-240,7,1.86,2.09,0,0,0,0,0.77574,2.09,1.86,0.23,13,Yes,0,0,0.23,0
277,MM,1,240,w-240,3,1.79,2.23,0,0,0,0,0.014074,2.23,1.79,0.44,13,No,0,0,0.44,3
278,MM,1,240,w-240,3,1.79,2.23,0,0,0,0,0.011259,2.23,1.79,0.44,13,No,0,0,0.44,3
302,MM,1,240,w-240,2,1.75,1.99,0,0.3,0,1,0.439206,1.69,1.75,-0.06,10,No,0.150754,0,0.24,2
364,MM,1,240,w-240,4,1.79,2.23,0,0,0,0,0.5,2.23,1.79,0.44,13,No,0,0,0.44,4
395,MM,1,240,w-240,7,1.86,2.09,0,0,0,0,0.309665,2.09,1.86,0.23,13,Yes,0,0,0.23,0
490,CH,0,240,w-240,2,1.75,1.99,0,0.3,0,1,0.83616,1.69,1.75,-0.06,10,No,0.150754,0,0.24,2
504,CH,0,240,w-240,3,1.79,2.23,0,0,0,0,0.6928,2.23,1.79,0.44,13,No,0,0,0.44,3
573,MM,1,240,w-240,3,1.79,2.23,0,0,0,0,0.249713,2.23,1.79,0.44,13,No,0,0,0.44,3
646,CH,0,240,w-240,2,1.75,1.99,0,0.3,0,1,0.736119,1.69,1.75,-0.06,10,No,0.150754,0,0.24,2
681,MM,1,240,w-240,7,1.86,2.09,0,0,0,0,0.32,2.09,1.86,0.23,13,Yes,0,0,0.23,0
826,CH,0,240,w-240,4,1.79,2.23,0,0,0,0,0.893632,2.23,1.79,0.44,13,No,0,0,0.44,4
855,CH,0,240,w-240,7,1.86,2.09,0,0,0,0,0.916114,2.09,1.86,0.23,13,Yes,0,0,0.23,0
971,MM,1,240,w-240,1,1.75,1.99,0,0.3,0,1,0.224526,1.69,1.75,-0.06,10,No,0.150754,0,0.24,1
1019,CH,0,240,w-240,7,1.86,2.09,0,0,0,0,0.941588,2.09,1.86,0.23,13,Yes,0,0,0.23,0
1020,MM,1,240,w-240,7,1.86,2.09,0,0,0,0,0.953271,2.09,1.86,0.23,13,Yes,0,0,0.23,0
1044,CH,0,240,w-240,1,1.75,1.99,0,0.3,0,1,0.721472,1.69,1.75,-0.06,10,No,0.150754,0,0.24,1
95,CH,0,241,w-241,2,1.75,1.99,0,0.3,0,1,0.5,1.69,1.75,-0.06,10,No,0.150754,0,0.24,2
104,MM,1,241,w-241,2,1.75,1.99,0,0.3,0,1,0.932891,1.69,1.75,-0.06,10,No,0.150754,0,0.24,2
207,CH,0,241,w-241,7,1.86,2.09,0,0,0,0,0.813222,2.09,1.86,0.23,13,Yes,0,0,0.23,0
279,MM,1,241,w-241,3,1.79,2.23,0,0,0,0,0.009007,2.23,1.79,0.44,13,No,0,0,0.44,3
318,CH,0,241,w-241,3,1.79,2.23,0,0,0,0,0.63616,2.23,1.79,0.44,13,No,0,0,0.44,3
416,MM,1,241,w-241,3,1.79,2.23,0,0,0,0,0.11628,2.23,1.79,0.44,13,No,0,0,0.44,3
491,CH,0,241,w-241,3,1.79,2.23,0,0,0,0,0.868928,2.23,1.79,0.44,13,No,0,0,0.44,3
523,MM,1,241,w-241,1,1.86,1.99,0,0.3,0,1,0.5,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
553,CH,0,241,w-241,1,1.86,1.99,0,0.3,0,1,0.035734,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
635,CH,0,241,w-241,3,1.79,2.23,0,0,0,0,0.850578,2.23,1.79,0.44,13,No,0,0,0.44,3
647,CH,0,241,w-241,3,1.79,2.23,0,0,0,0,0.788895,2.23,1.79,0.44,13,No,0,0,0.44,3
699,MM,1,241,w-241,3,1.79,2.23,0,0,0,0,0.005765,2.23,1.79,0.44,13,No,0,0,0.44,3
755,MM,1,241,w-241,1,1.86,1.99,0,0.3,0,1,0.3648,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
791,MM,1,241,w-241,3,1.79,2.23,0,0,0,0,0.5,2.23,1.79,0.44,13,No,0,0,0.44,3
803,CH,0,241,w-241,3,1.79,2.23,0,0,0,0,0.6,2.23,1.79,0.44,13,No,0,0,0.44,3
834,MM,1,241,w-241,3,1.79,2.23,0,0,0,0,0.2048,2.23,1.79,0.44,13,No,0,0,0.44,3
972,MM,1,241,w-241,1,1.86,1.99,0,0.3,0,1,0.179621,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
1045,CH,0,241,w-241,1,1.86,1.99,0,0.3,0,1,0.777178,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
93,CH,0,242,w-242,4,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,13,No,0,0,0.24,4
140,CH,0,242,w-242,3,1.99,2.23,0,0,0,0,0.6,2.23,1.99,0.24,13,No,0,0,0.24,3
177,CH,0,242,w-242,7,1.86,2.09,0,0,0,0,0.988741,2.09,1.86,0.23,13,Yes,0,0,0.23,0
208,CH,0,242,w-242,7,1.86,2.09,0,0,0,0,0.850578,2.09,1.86,0.23,13,Yes,0,0,0.23,0
227,MM,1,242,w-242,3,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,13,No,0,0,0.24,3
280,MM,1,242,w-242,3,1.99,2.23,0,0,0,0,0.007206,2.23,1.99,0.24,13,No,0,0,0.24,3
303,MM,1,242,w-242,2,1.75,1.99,0.16,0.3,0,1,0.351365,1.69,1.59,0.1,13,No,0.150754,0.091429,0.24,2
337,MM,1,242,w-242,7,1.86,2.09,0,0,0,0,0.061203,2.09,1.86,0.23,13,Yes,0,0,0.23,0
380,MM,1,242,w-242,2,1.75,1.99,0.16,0.3,0,1,0.131072,1.69,1.59,0.1,13,No,0.150754,0.091429,0.24,2
396,MM,1,242,w-242,2,1.75,1.99,0.16,0.3,0,1,0.247732,1.69,1.59,0.1,13,No,0.150754,0.091429,0.24,2
425,CH,0,242,w-242,3,1.99,2.23,0,0,0,0,0.416,2.23,1.99,0.24,13,No,0,0,0.24,3
492,CH,0,242,w-242,2,1.75,1.99,0.16,0.3,0,1,0.895142,1.69,1.59,0.1,13,No,0.150754,0.091429,0.24,2
527,CH,0,242,w-242,3,1.99,2.23,0,0,0,0,0.6,2.23,1.99,0.24,13,No,0,0,0.24,3
628,MM,1,242,w-242,2,1.75,1.99,0.16,0.3,0,1,0.4,1.69,1.59,0.1,13,No,0.150754,0.091429,0.24,2
633,MM,1,242,w-242,1,1.86,1.99,0,0.3,0,1,0.3072,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
682,MM,1,242,w-242,3,1.99,2.23,0,0,0,0,0.256,2.23,1.99,0.24,13,No,0,0,0.24,3
735,MM,1,242,w-242,1,1.86,1.99,0,0.3,0,1,0.24576,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
761,CH,0,242,w-242,3,1.99,2.23,0,0,0,0,0.45184,2.23,1.99,0.24,13,No,0,0,0.24,3
856,CH,0,242,w-242,1,1.86,1.99,0,0.3,0,1,0.932891,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
931,CH,0,242,w-242,3,1.99,2.23,0,0,0,0,0.131072,2.23,1.99,0.24,13,No,0,0,0.24,3
973,CH,0,242,w-242,1,1.86,1.99,0,0.3,0,1,0.143697,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
1062,MM,1,242,w-242,1,1.86,1.99,0,0.3,0,1,0.556206,1.69,1.86,-0.17,10,No,0.150754,0,0.13,1
105,CH,0,243,w-243,2,1.86,2.09,0,0,0,1,0.746313,2.09,1.86,0.23,13,No,0,0,0.23,2
148,MM,1,243,w-243,7,1.86,2.09,0,0.2,0,0,0.32,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
178,CH,0,243,w-243,4,1.99,2.23,0,0,0,0,0.990993,2.23,1.99,0.24,13,No,0,0,0.24,4
224,MM,1,243,w-243,1,1.86,1.99,0,0.8,0,1,0.4048,1.19,1.86,-0.67,10,No,0.40201,0,0.13,1
281,MM,1,243,w-243,3,1.99,2.23,0,0,0,0,0.005765,2.23,1.99,0.24,13,No,0,0,0.24,3
409,CH,0,243,w-243,1,1.86,1.99,0,0.8,0,1,0.277422,1.19,1.86,-0.67,10,No,0.40201,0,0.13,1
434,MM,1,243,w-243,1,1.86,1.99,0,0.8,0,1,0.6,1.19,1.86,-0.67,10,No,0.40201,0,0.13,1
439,MM,1,243,w-243,1,1.86,1.99,0,0.8,0,1,0.6,1.19,1.86,-0.67,10,No,0.40201,0,0.13,1
666,MM,1,243,w-243,1,1.86,1.99,0,0.8,0,1,0.4,1.19,1.86,-0.67,10,No,0.40201,0,0.13,1
683,MM,1,243,w-243,7,1.86,2.09,0,0.2,0,0,0.2048,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
838,MM,1,243,w-243,1,1.86,1.99,0,0.8,0,1,0.32,1.19,1.86,-0.67,10,No,0.40201,0,0.13,1
974,MM,1,243,w-243,1,1.86,1.99,0,0.8,0,1,0.314957,1.19,1.86,-0.67,10,No,0.40201,0,0.13,1
995,MM,1,243,w-243,4,1.99,2.23,0,0,0,0,0.32,2.23,1.99,0.24,13,No,0,0,0.24,4
1055,CH,0,243,w-243,2,1.86,2.09,0,0,0,1,0.834194,2.09,1.86,0.23,13,No,0,0,0.23,2
47,CH,0,244,w-244,4,1.99,2.23,0,0,0,0,0.823424,2.23,1.99,0.24,13,No,0,0,0.24,4
94,CH,0,244,w-244,7,1.86,2.09,0,0.2,0,0,0.6,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
149,MM,1,244,w-244,7,1.86,2.09,0,0.2,0,0,0.256,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
179,CH,0,244,w-244,7,1.86,2.09,0,0.2,0,0,0.992794,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
228,MM,1,244,w-244,3,1.99,2.23,0,0,0,0,0.4,2.23,1.99,0.24,13,No,0,0,0.24,3
282,MM,1,244,w-244,3,1.99,2.23,0,0,0,0,0.004612,2.23,1.99,0.24,13,No,0,0,0.24,3
365,MM,1,244,w-244,1,1.86,2.09,0,0,0,0,0.4,2.09,1.86,0.23,13,No,0,0,0.23,1
417,MM,1,244,w-244,7,1.86,2.09,0,0.2,0,0,0.093024,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
505,CH,0,244,w-244,3,1.99,2.23,0,0,0,0,0.75424,2.23,1.99,0.24,13,No,0,0,0.24,3
636,CH,0,244,w-244,3,1.99,2.23,0,0,0,0,0.880462,2.23,1.99,0.24,13,No,0,0,0.24,3
773,MM,1,244,w-244,2,1.86,2.09,0,0,0,0,0.256,2.09,1.86,0.23,13,No,0,0,0.23,2
799,MM,1,244,w-244,7,1.86,2.09,0,0.2,0,0,0.52,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
827,CH,0,244,w-244,4,1.99,2.23,0,0,0,0,0.914906,2.23,1.99,0.24,13,No,0,0,0.24,4
975,MM,1,244,w-244,1,1.86,2.09,0,0,0,0,0.251966,2.09,1.86,0.23,13,No,0,0,0.23,1
1021,MM,1,244,w-244,7,1.86,2.09,0,0.2,0,0,0.762617,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
3,CH,0,245,w-245,1,1.86,2.09,0.17,0,0,0,0.68,2.09,1.69,0.4,13,No,0,0.091398,0.23,1
48,CH,0,245,w-245,4,1.99,2.23,0,0,0,0,0.858739,2.23,1.99,0.24,13,No,0,0,0.24,4
106,CH,0,245,w-245,2,1.89,2.09,0,0,0,0,0.79705,2.09,1.89,0.2,13,No,0,0,0.2,2
107,CH,0,245,w-245,1,1.86,2.09,0.17,0,0,0,0.83764,2.09,1.69,0.4,13,No,0,0.091398,0.23,1
150,MM,1,245,w-245,7,1.86,2.09,0,0.2,0,0,0.2048,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
304,CH,0,245,w-245,2,1.89,2.09,0,0,0,0,0.281092,2.09,1.89,0.2,13,No,0,0,0.2,2
493,CH,0,245,w-245,3,1.99,2.23,0,0,0,0,0.916114,2.23,1.99,0.24,13,No,0,0,0.24,3
554,MM,1,245,w-245,2,1.89,2.09,0,0,0,0,0.228587,2.09,1.89,0.2,13,No,0,0,0.2,2
561,MM,1,245,w-245,2,1.89,2.09,0,0,0,0,0.5,2.09,1.89,0.2,13,No,0,0,0.2,2
700,MM,1,245,w-245,3,1.99,2.23,0,0,0,0,0.004612,2.23,1.99,0.24,13,No,0,0,0.24,3
774,MM,1,245,w-245,2,1.89,2.09,0,0,0,0,0.2048,2.09,1.89,0.2,13,No,0,0,0.2,2
1063,MM,1,245,w-245,7,1.86,2.09,0,0.2,0,0,0.444965,1.89,1.86,0.03,13,Yes,0.095694,0,0.23,0
31,CH,0,246,w-246,2,1.89,2.09,0,0,0,0,0.5,2.09,1.89,0.2,13,No,0,0,0.2,2
49,CH,0,246,w-246,4,1.99,2.23,0,0,0,0,0.886992,2.23,1.99,0.24,13,No,0,0,0.24,4
180,CH,0,246,w-246,4,1.99,2.23,0,0,0,0,0.994235,2.23,1.99,0.24,13,No,0,0,0.24,4
319,CH,0,246,w-246,3,1.99,2.23,0,0,0,0,0.708928,2.23,1.99,0.24,13,No,0,0,0.24,3
461,MM,1,246,w-246,2,1.89,2.09,0,0,0,0,0.48,2.09,1.89,0.2,13,No,0,0,0.2,2
475,MM,1,246,w-246,7,1.86,2.09,0,0,0,0,0.256,2.09,1.86,0.23,13,Yes,0,0,0.23,0
494,CH,0,246,w-246,3,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,13,No,0,0,0.24,3
631,CH,0,246,w-246,3,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,13,No,0,0,0.24,3
738,MM,1,246,w-246,3,1.99,2.23,0,0,0,0,0.384,2.23,1.99,0.24,13,No,0,0,0.24,3
857,CH,0,246,w-246,1,1.86,2.09,0,0,0,0,0.946313,2.09,1.86,0.23,13,No,0,0,0.23,1
916,MM,1,246,w-246,2,1.89,2.09,0,0,0,0,0.5,2.09,1.89,0.2,13,No,0,0,0.2,2
917,CH,0,246,w-246,2,1.89,2.09,0,0,0,0,0.4,2.09,1.89,0.2,13,No,0,0,0.2,2
976,MM,1,246,w-246,1,1.86,2.09,0,0,0,0,0.201573,2.09,1.86,0.23,13,No,0,0,0.23,1
50,CH,0,247,w-247,4,1.99,2.23,0,0,0,0,0.909593,2.23,1.99,0.24,13,No,0,0,0.24,4
229,MM,1,247,w-247,3,1.99,2.23,0,0,0,0,0.32,2.23,1.99,0.24,13,No,0,0,0.24,3
283,MM,1,247,w-247,3,1.99,2.23,0,0,0,0,0.003689,2.23,1.99,0.24,13,No,0,0,0.24,3
528,CH,0,247,w-247,2,1.89,2.09,0,0,0,0,0.68,2.09,1.89,0.2,13,No,0,0,0.2,2
569,MM,1,247,w-247,1,1.86,2.09,0,0,0,0,0.5,2.09,1.86,0.23,13,No,0,0,0.23,1
648,CH,0,247,w-247,3,1.99,2.23,0,0,0,0,0.831116,2.23,1.99,0.24,13,No,0,0,0.24,3
701,MM,1,247,w-247,3,1.99,2.23,0,0,0,0,0.003689,2.23,1.99,0.24,13,No,0,0,0.24,3
782,CH,0,247,w-247,1,1.86,2.09,0,0,0,0,0.66905,2.09,1.86,0.23,13,No,0,0,0.23,1
909,CH,0,247,w-247,1,1.86,2.09,0,0,0,0,0.331072,2.09,1.86,0.23,13,No,0,0,0.23,1
915,MM,1,247,w-247,2,1.89,2.09,0,0,0,0,0.68,2.09,1.89,0.2,13,No,0,0,0.2,2
51,MM,1,248,w-248,4,1.99,2.23,0,0,0,0,0.927675,2.23,1.99,0.24,13,No,0,0,0.24,4
108,CH,0,248,w-248,2,1.89,2.09,0,0,0,0,0.870112,2.09,1.89,0.2,13,No,0,0,0.2,2
109,CH,0,248,w-248,2,1.89,2.09,0,0,0,0,0.89609,2.09,1.89,0.2,13,No,0,0,0.2,2
284,MM,1,248,w-248,3,1.99,2.23,0,0,0,0,0.002951,2.23,1.99,0.24,13,No,0,0,0.24,3
506,CH,0,248,w-248,3,1.99,2.23,0,0,0,0,0.803392,2.23,1.99,0.24,13,No,0,0,0.24,3
639,MM,1,248,w-248,3,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,13,No,0,0,0.24,3
649,CH,0,248,w-248,3,1.99,2.23,0,0,0,0,0.864893,2.23,1.99,0.24,13,No,0,0,0.24,3
702,MM,1,248,w-248,3,1.99,2.23,0,0,0,0,0.002951,2.23,1.99,0.24,13,No,0,0,0.24,3
756,CH,0,248,w-248,2,1.89,2.09,0,0,0,0,0.29184,2.09,1.89,0.2,13,No,0,0,0.2,2
775,MM,1,248,w-248,2,1.89,2.09,0,0,0,0,0.16384,2.09,1.89,0.2,13,No,0,0,0.2,2
828,CH,0,248,w-248,1,1.86,2.09,0,0,0,0,0.931925,2.09,1.86,0.23,13,No,0,0,0.23,1
874,CH,0,248,w-248,4,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,13,No,0,0,0.24,4
52,CH,0,249,w-249,4,1.99,2.23,0,0,0,0,0.74214,2.23,1.99,0.24,13,No,0,0,0.24,4
110,CH,0,249,w-249,2,1.89,2.09,0,0,0,0,0.916872,2.09,1.89,0.2,13,No,0,0,0.2,2
111,CH,0,249,w-249,1,1.86,2.09,0,0,0,0,0.933497,2.09,1.86,0.23,13,No,0,0,0.23,1
181,CH,0,249,w-249,4,1.99,2.23,0,0,0,0,0.995388,2.23,1.99,0.24,13,No,0,0,0.24,4
507,CH,0,249,w-249,3,1.99,2.23,0,0,0,0,0.842714,2.23,1.99,0.24,13,No,0,0,0.24,3
650,CH,0,249,w-249,2,1.89,2.09,0,0,0,0,0.891914,2.09,1.89,0.2,13,No,0,0,0.2,2
703,MM,1,249,w-249,3,1.99,2.23,0,0,0,0,0.002361,2.23,1.99,0.24,13,No,0,0,0.24,3
940,MM,1,249,w-249,2,1.89,2.09,0,0,0,0,0.069431,2.09,1.89,0.2,13,No,0,0,0.2,2
182,CH,0,250,w-250,7,1.86,2.09,0,0,0,0,0.996311,2.09,1.86,0.23,13,Yes,0,0,0.23,0
239,CH,0,250,w-250,7,1.86,2.09,0,0,0,0,0.820592,2.09,1.86,0.23,13,Yes,0,0,0.23,0
285,MM,1,250,w-250,3,1.99,2.23,0,0,0,0,0.002361,2.23,1.99,0.24,13,No,0,0,0.24,3
529,CH,0,250,w-250,2,1.89,2.09,0,0,0,0,0.744,2.09,1.89,0.2,13,No,0,0,0.2,2
578,CH,0,250,w-250,7,1.86,2.09,0,0,0,0,0.5,2.09,1.86,0.23,13,Yes,0,0,0.23,0
704,MM,1,250,w-250,3,1.99,2.23,0,0,0,0,0.001889,2.23,1.99,0.24,13,No,0,0,0.24,3
736,CH,0,250,w-250,7,1.86,2.09,0,0,0,0,0.196608,2.09,1.86,0.23,13,Yes,0,0,0.23,0
763,CH,0,250,w-250,2,1.89,2.09,0,0,0,0,0.6,2.09,1.89,0.2,13,No,0,0,0.2,2
783,CH,0,250,w-250,1,1.86,2.09,0,0,0,0,0.73524,2.09,1.86,0.23,13,No,0,0,0.23,1
941,MM,1,250,w-250,2,1.89,2.09,0,0,0,0,0.055545,2.09,1.89,0.2,13,No,0,0,0.2,2
35,CH,0,251,w-251,3,1.99,2.23,0,0,0,0,0.544,2.23,1.99,0.24,13,No,0,0,0.24,3
78,CH,0,251,w-251,4,1.99,2.23,0,0,0,0,0.83616,2.23,1.99,0.24,13,No,0,0,0.24,4
112,MM,1,251,w-251,3,1.99,2.23,0,0,0,0,0.946798,2.23,1.99,0.24,13,No,0,0,0.24,3
142,CH,0,251,w-251,4,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,13,No,0,0,0.24,4
183,CH,0,251,w-251,4,1.99,2.23,0,0,0,0,0.997049,2.23,1.99,0.24,13,No,0,0,0.24,4
225,CH,0,251,w-251,1,1.76,2.09,0,0,0,0,0.32384,2.09,1.76,0.33,13,No,0,0,0.33,1
320,CH,0,251,w-251,3,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,13,No,0,0,0.24,3
327,CH,0,251,w-251,1,1.76,2.09,0,0,0,0,0.456,2.09,1.76,0.33,13,No,0,0,0.33,1
341,CH,0,251,w-251,7,1.86,2.09,0.1,0,0,0,0.7952,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
440,CH,0,251,w-251,1,1.76,2.09,0,0,0,0,0.48,2.09,1.76,0.33,13,No,0,0,0.33,1
555,CH,0,251,w-251,2,1.89,2.09,0.13,0,0,0,0.18287,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
590,CH,0,251,w-251,7,1.86,2.09,0.1,0,0,0,0.48,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
611,MM,1,251,w-251,7,1.86,2.09,0.1,0,0,0,0.6,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
651,CH,0,251,w-251,2,1.89,2.09,0.13,0,0,0,0.913532,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
829,CH,0,251,w-251,4,1.99,2.23,0,0,0,0,0.94554,2.23,1.99,0.24,13,No,0,0,0.24,4
837,CH,0,251,w-251,4,1.99,2.23,0,0,0,0,0.48,2.23,1.99,0.24,13,No,0,0,0.24,4
858,CH,0,251,w-251,7,1.86,2.09,0.1,0,0,0,0.95705,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
875,CH,0,251,w-251,4,1.99,2.23,0,0,0,0,0.6,2.23,1.99,0.24,13,No,0,0,0.24,4
933,CH,0,251,w-251,4,1.99,2.23,0,0,0,0,0.6,2.23,1.99,0.24,13,No,0,0,0.24,4
942,MM,1,251,w-251,2,1.89,2.09,0.13,0,0,0,0.044436,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
1064,CH,0,251,w-251,1,1.76,2.09,0,0,0,0,0.355972,2.09,1.76,0.33,13,No,0,0,0.33,1
